game_id,home_team,home_score,away_team,away_score,winner
22200304,1610612740,105,1610612760,101,1610612740
22200306,1610612762,107,1610612741,114,1610612741
22200307,1610612758,117,1610612756,122,1610612756
22200308,1610612747,115,1610612754,116,1610612754
22200309,1610612765,110,1610612752,140,1610612752
22200310,1610612742,116,1610612744,113,1610612742
22200311,1610612757,112,1610612746,118,1610612746
22200313,1610612753,108,1610612737,125,1610612737
22200315,1610612751,113,1610612764,107,1610612751
22200316,1610612752,103,1610612749,109,1610612749
22200318,1610612740,126,1610612761,108,1610612740
22200319,1610612760,119,1610612759,111,1610612760
22200320,1610612743,120,1610612745,100,1610612743
22200321,1610612756,132,1610612741,113,1610612756
22200322,1610612762,125,1610612746,112,1610612762
22200324,1610612747,128,1610612757,109,1610612747
22200326,1610612766,117,1610612764,116,1610612766
22200327,1610612737,117,1610612743,109,1610612737
22200328,1610612738,116,1610612748,120,1610612748
22200329,1610612751,114,1610612761,105,1610612751
22200330,1610612739,107,1610612753,96,1610612739
22200331,1610612749,129,1610612747,133,1610612747
22200332,1610612763,117,1610612755,109,1610612763
22200333,1610612759,99,1610612740,117,1610612740
22200334,1610612756,121,1610612745,122,1610612745
22200335,1610612762,139,1610612754,119,1610612762
22200336,1610612744,119,1610612741,111,1610612744
22200337,1610612752,100,1610612742,121,1610612742
22200338,1610612746,96,1610612758,123,1610612758
22200339,1610612766,96,1610612749,105,1610612749
22200340,1610612761,121,1610612753,108,1610612761
22200341,1610612750,128,1610612760,135,1610612760
22200342,1610612744,120,1610612745,101,1610612744
22200343,1610612762,111,1610612757,116,1610612757
22200344,1610612740,121,1610612743,106,1610612740
22200345,1610612759,95,1610612756,133,1610612756
22200346,1610612751,92,1610612738,103,1610612738
22200348,1610612752,92,1610612739,81,1610612752
22200349,1610612764,119,1610612747,130,1610612747
22200351,1610612757,116,1610612754,100,1610612757
22200352,1610612766,117,1610612746,119,1610612746
22200353,1610612753,102,1610612749,109,1610612749
22200354,1610612737,114,1610612760,121,1610612760
22200355,1610612761,110,1610612738,116,1610612738
22200356,1610612745,132,1610612755,123,1610612745
22200357,1610612763,101,1610612748,93,1610612763
22200358,1610612742,130,1610612756,111,1610612742
22200359,1610612744,104,1610612754,112,1610612754
22200360,1610612739,116,1610612747,102,1610612739
22200361,1610612748,96,1610612765,116,1610612765
22200362,1610612743,115,1610612742,116,1610612742
22200363,1610612753,116,1610612746,111,1610612753
22200364,1610612751,122,1610612766,116,1610612751
22200367,1610612741,115,1610612764,111,1610612741
22200368,1610612763,123,1610612760,102,1610612763
22200369,1610612749,126,1610612758,113,1610612749
22200370,1610612750,121,1610612754,115,1610612750
22200371,1610612740,104,1610612765,98,1610612740
22200372,1610612762,124,1610612744,123,1610612762
22200373,1610612756,98,1610612738,125,1610612738
22200374,1610612748,115,1610612746,110,1610612748
22200375,1610612759,118,1610612745,109,1610612759
22200376,1610612757,120,1610612743,121,1610612743
22200377,1610612766,102,1610612752,121,1610612752
22200378,1610612754,121,1610612764,111,1610612754
22200379,1610612753,113,1610612761,109,1610612753
22200380,1610612751,120,1610612737,116,1610612751
22200381,1610612739,95,1610612758,106,1610612758
22200384,1610612740,128,1610612756,117,1610612740
22200385,1610612762,108,1610612750,118,1610612750
22200386,1610612742,105,1610612749,106,1610612749
22200387,1610612748,111,1610612759,115,1610612759
22200388,1610612754,133,1610612751,136,1610612751
22200390,1610612739,110,1610612760,102,1610612739
22200391,1610612741,144,1610612742,115,1610612741
22200392,1610612744,123,1610612738,107,1610612744
22200393,1610612743,115,1610612762,110,1610612743
22200395,1610612740,129,1610612756,124,1610612740
22200396,1610612765,117,1610612747,124,1610612747
22200397,1610612752,112,1610612758,99,1610612752
22200398,1610612753,111,1610612761,99,1610612753
22200399,1610612755,131,1610612766,113,1610612755
22200400,1610612737,123,1610612741,122,1610612737
22200401,1610612745,97,1610612749,92,1610612745
22200402,1610612754,82,1610612748,87,1610612748
22200403,1610612764,100,1610612751,112,1610612751
22200404,1610612763,128,1610612737,103,1610612763
22200405,1610612742,121,1610612760,114,1610612742
22200406,1610612759,112,1610612739,111,1610612759
22200407,1610612757,133,1610612750,112,1610612757
22200408,1610612746,113,1610612738,93,1610612746
22200409,1610612755,123,1610612758,103,1610612755
22200410,1610612749,128,1610612744,111,1610612749
22200411,1610612745,111,1610612756,97,1610612745
22200412,1610612762,121,1610612740,100,1610612762
22200413,1610612747,118,1610612738,122,1610612738
22200414,1610612766,134,1610612765,141,1610612765
22200415,1610612754,125,1610612744,119,1610612754
22200416,1610612753,135,1610612737,124,1610612753
22200417,1610612761,123,1610612758,124,1610612758
22200418,1610612741,120,1610612752,128,1610612752
22200419,1610612760,108,1610612748,110,1610612748
22200420,1610612759,112,1610612757,128,1610612757
22200421,1610612742,90,1610612739,105,1610612739
22200422,1610612743,141,1610612764,128,1610612743
22200423,1610612746,99,1610612750,88,1610612746
22200424,1610612745,108,1610612748,111,1610612748
22200425,1610612763,142,1610612749,101,1610612763
22200426,1610612762,132,1610612740,129,1610612762
22200427,1610612746,95,1610612756,111,1610612756
22200428,1610612766,106,1610612737,125,1610612737
22200429,1610612765,113,1610612758,122,1610612758
22200430,1610612738,109,1610612753,117,1610612753
22200431,1610612739,118,1610612754,112,1610612739
22200432,1610612755,118,1610612744,106,1610612755
22200433,1610612761,116,1610612751,119,1610612751
22200434,1610612741,91,1610612752,114,1610612752
22200435,1610612760,110,1610612750,112,1610612750
22200436,1610612742,130,1610612757,110,1610612742
22200437,1610612747,126,1610612743,108,1610612747
22200438,1610612746,102,1610612764,93,1610612746
22200439,1610612759,101,1610612748,111,1610612748
22200440,1610612739,100,1610612742,99,1610612739
22200441,1610612745,95,1610612757,107,1610612757
22200442,1610612749,123,1610612762,97,1610612749
22200443,1610612760,115,1610612763,109,1610612760
22200444,1610612756,118,1610612740,114,1610612756
22200445,1610612738,92,1610612753,95,1610612753
22200446,1610612754,106,1610612752,109,1610612752
22200447,1610612765,121,1610612751,124,1610612751
22200448,1610612761,110,1610612744,126,1610612744
22200450,1610612743,119,1610612766,115,1610612743
22200451,1610612747,119,1610612764,117,1610612747
22200452,1610612739,122,1610612762,99,1610612739
22200453,1610612755,104,1610612761,101,1610612755
22200454,1610612737,126,1610612753,125,1610612737
22200455,1610612745,105,1610612759,124,1610612759
22200456,1610612750,116,1610612742,106,1610612750
22200458,1610612760,123,1610612757,121,1610612760
22200459,1610612756,130,1610612747,104,1610612756
22200460,1610612758,119,1610612766,125,1610612766
22200461,1610612765,111,1610612762,126,1610612762
22200462,1610612748,103,1610612741,113,1610612741
22200463,1610612752,132,1610612744,94,1610612752
22200464,1610612756,110,1610612764,113,1610612764
22200465,1610612743,105,1610612763,91,1610612743
22200466,1610612739,114,1610612749,106,1610612739
22200469,1610612738,112,1610612754,117,1610612754
22200470,1610612751,143,1610612744,113,1610612751
22200471,1610612752,106,1610612761,113,1610612761
22200472,1610612745,110,1610612753,116,1610612753
22200474,1610612760,101,1610612757,98,1610612760
22200475,1610612758,134,1610612747,120,1610612758
22200476,1610612746,126,1610612766,105,1610612746
22200477,1610612740,126,1610612759,117,1610612740
22200478,1610612762,120,1610612764,112,1610612762
22200479,1610612753,133,1610612759,113,1610612753
22200480,1610612755,119,1610612746,114,1610612755
22200481,1610612737,130,1610612765,105,1610612737
22200482,1610612738,121,1610612750,109,1610612738
22200483,1610612751,118,1610612749,100,1610612751
22200484,1610612739,107,1610612761,118,1610612761
22200485,1610612752,117,1610612741,118,1610612741
22200486,1610612748,108,1610612754,111,1610612754
22200487,1610612745,106,1610612742,112,1610612742
22200488,1610612760,125,1610612740,128,1610612740
22200489,1610612743,120,1610612757,107,1610612743
22200490,1610612756,100,1610612763,125,1610612763
22200491,1610612758,111,1610612764,125,1610612764
22200492,1610612747,130,1610612766,134,1610612766
22200493,1610612752,112,1610612755,119,1610612755
22200495,1610612738,139,1610612749,118,1610612738
22200496,1610612744,123,1610612763,109,1610612744
22200497,1610612743,128,1610612756,125,1610612743
22200498,1610612739,117,1610612751,125,1610612751
22200499,1610612765,131,1610612746,142,1610612746
22200500,1610612748,113,1610612750,110,1610612748
22200501,1610612741,118,1610612745,133,1610612745
22200502,1610612740,113,1610612754,93,1610612740
22200503,1610612759,126,1610612762,122,1610612759
22200504,1610612757,124,1610612766,113,1610612757
22200505,1610612753,110,1610612747,129,1610612747
22200506,1610612764,116,1610612755,111,1610612764
22200507,1610612738,126,1610612745,102,1610612738
22200509,1610612761,113,1610612746,124,1610612746
22200510,1610612763,108,1610612756,125,1610612756
22200511,1610612760,130,1610612759,114,1610612760
22200512,1610612742,126,1610612752,121,1610612742
22200514,1610612758,106,1610612743,113,1610612743
22200515,1610612765,121,1610612753,101,1610612765
22200516,1610612764,127,1610612756,102,1610612764
22200517,1610612737,107,1610612751,108,1610612751
22200518,1610612748,112,1610612747,98,1610612748
22200519,1610612741,119,1610612749,113,1610612741
22200520,1610612740,119,1610612750,118,1610612740
22200521,1610612744,112,1610612762,107,1610612744
22200522,1610612758,127,1610612743,126,1610612758
22200523,1610612766,121,1610612760,113,1610612766
22200525,1610612738,116,1610612746,110,1610612738
22200526,1610612761,106,1610612763,119,1610612763
22200527,1610612759,122,1610612752,115,1610612759
22200529,1610612753,100,1610612764,119,1610612764
22200530,1610612737,121,1610612747,130,1610612747
22200532,1610612741,132,1610612765,118,1610612741
22200533,1610612749,123,1610612750,114,1610612749
22200534,1610612740,127,1610612755,116,1610612740
22200535,1610612743,124,1610612748,119,1610612743
22200536,1610612744,118,1610612757,112,1610612744
22200537,1610612758,126,1610612762,125,1610612758
22200538,1610612754,131,1610612746,130,1610612754
22200539,1610612766,106,1610612751,123,1610612751
22200540,1610612741,102,1610612739,103,1610612739
22200541,1610612745,88,1610612752,108,1610612752
22200542,1610612759,125,1610612742,126,1610612742
22200543,1610612763,116,1610612740,101,1610612763
22200544,1610612750,104,1610612765,116,1610612765
22200545,1610612760,96,1610612755,115,1610612755
22200546,1610612762,123,1610612748,126,1610612748
22200547,1610612763,118,1610612758,108,1610612763
22200549,1610612743,123,1610612738,111,1610612743
22200550,1610612752,102,1610612756,83,1610612752
22200551,1610612766,115,1610612747,121,1610612747
22200552,1610612739,145,1610612741,134,1610612739
22200553,1610612754,122,1610612761,114,1610612754
22200556,1610612745,106,1610612742,111,1610612742
22200557,1610612750,124,1610612743,111,1610612750
22200558,1610612744,143,1610612737,141,1610612744
22200561,1610612749,123,1610612764,113,1610612749
22200562,1610612760,150,1610612738,117,1610612760
22200563,1610612762,115,1610612758,117,1610612758
22200564,1610612766,107,1610612763,131,1610612763
22200565,1610612739,90,1610612756,88,1610612739
22200566,1610612753,126,1610612760,115,1610612753
22200567,1610612755,129,1610612754,126,1610612755
22200568,1610612752,117,1610612759,114,1610612752
22200569,1610612761,101,1610612749,104,1610612749
22200570,1610612741,121,1610612751,112,1610612741
22200571,1610612750,113,1610612757,106,1610612750
22200572,1610612740,119,1610612745,108,1610612740
22200573,1610612744,119,1610612765,122,1610612765
22200574,1610612747,112,1610612748,109,1610612747
22200575,1610612758,117,1610612737,120,1610612737
22200576,1610612753,115,1610612763,123,1610612763
22200577,1610612742,95,1610612738,124,1610612738
22200578,1610612745,114,1610612762,131,1610612762
22200579,1610612743,122,1610612746,91,1610612743
22200580,1610612754,108,1610612757,99,1610612754
22200581,1610612755,112,1610612741,126,1610612741
22200582,1610612761,108,1610612752,112,1610612752
22200583,1610612749,109,1610612766,138,1610612766
22200584,1610612760,127,1610612764,110,1610612760
22200585,1610612759,121,1610612765,109,1610612759
22200586,1610612740,102,1610612751,108,1610612751
22200587,1610612750,128,1610612746,115,1610612750
22200589,1610612756,96,1610612748,104,1610612748
22200590,1610612747,130,1610612737,114,1610612747
22200591,1610612759,116,1610612738,121,1610612738
22200592,1610612741,126,1610612762,118,1610612741
22200593,1610612742,127,1610612740,117,1610612742
22200594,1610612744,101,1610612753,115,1610612753
22200595,1610612758,134,1610612747,136,1610612747
22200596,1610612765,111,1610612755,123,1610612755
22200597,1610612761,117,1610612757,105,1610612761
22200599,1610612748,101,1610612751,102,1610612751
22200600,1610612763,123,1610612762,118,1610612763
22200601,1610612745,96,1610612750,104,1610612750
22200602,1610612760,120,1610612742,109,1610612760
22200603,1610612756,98,1610612739,112,1610612739
22200604,1610612746,108,1610612737,112,1610612737
22200605,1610612764,112,1610612740,132,1610612740
22200606,1610612738,107,1610612741,99,1610612738
22200607,1610612752,107,1610612749,111,1610612749
22200608,1610612763,121,1610612759,113,1610612763
22200609,1610612743,122,1610612747,109,1610612743
22200610,1610612758,136,1610612753,111,1610612758
22200611,1610612748,112,1610612760,111,1610612748
22200612,1610612755,147,1610612765,116,1610612755
22200613,1610612761,132,1610612766,120,1610612761
22200614,1610612762,116,1610612739,114,1610612762
22200615,1610612744,113,1610612756,125,1610612756
22200616,1610612757,106,1610612753,109,1610612753
22200617,1610612746,113,1610612742,101,1610612746
22200618,1610612765,135,1610612750,118,1610612765
22200619,1610612764,100,1610612741,97,1610612764
22200620,1610612737,105,1610612749,114,1610612749
22200621,1610612738,125,1610612740,114,1610612738
22200622,1610612752,119,1610612754,113,1610612752
22200625,1610612758,135,1610612745,115,1610612758
22200626,1610612755,114,1610612760,133,1610612760
22200627,1610612751,98,1610612738,109,1610612738
22200629,1610612761,124,1610612766,114,1610612761
22200630,1610612747,115,1610612742,119,1610612742
22200631,1610612757,113,1610612739,119,1610612739
22200632,1610612765,110,1610612740,116,1610612740
22200633,1610612754,111,1610612737,113,1610612737
22200634,1610612764,108,1610612752,112,1610612752
22200635,1610612759,113,1610612744,144,1610612744
22200636,1610612741,110,1610612760,124,1610612760
22200637,1610612750,121,1610612756,116,1610612750
22200638,1610612762,112,1610612753,108,1610612762
22200639,1610612746,103,1610612743,115,1610612743
22200640,1610612758,139,1610612745,114,1610612758
22200641,1610612748,111,1610612749,95,1610612748
22200644,1610612761,103,1610612737,114,1610612737
22200645,1610612750,110,1610612739,102,1610612750
22200646,1610612762,117,1610612755,118,1610612755
22200648,1610612765,104,1610612752,117,1610612752
22200649,1610612746,121,1610612745,100,1610612746
22200650,1610612741,132,1610612744,118,1610612741
22200651,1610612751,102,1610612760,112,1610612760
22200653,1610612743,119,1610612753,116,1610612743
22200654,1610612757,140,1610612742,123,1610612757
22200655,1610612747,112,1610612755,113,1610612755
22200656,1610612766,118,1610612738,130,1610612738
22200657,1610612749,132,1610612754,119,1610612749
22200658,1610612739,113,1610612740,103,1610612739
22200659,1610612752,121,1610612761,123,1610612761
22200661,1610612737,121,1610612748,113,1610612737
22200662,1610612750,125,1610612762,126,1610612762
22200663,1610612763,136,1610612756,106,1610612763
22200664,1610612747,140,1610612745,132,1610612747
22200665,1610612749,130,1610612761,122,1610612749
22200667,1610612743,122,1610612757,113,1610612743
22200668,1610612746,110,1610612755,120,1610612755
22200669,1610612752,105,1610612764,116,1610612764
22200671,1610612745,117,1610612766,122,1610612766
22200672,1610612763,115,1610612739,114,1610612763
22200673,1610612740,98,1610612748,124,1610612748
22200674,1610612754,126,1610612760,106,1610612754
22200676,1610612743,122,1610612750,118,1610612743
22200677,1610612747,111,1610612758,116,1610612758
22200678,1610612765,108,1610612741,126,1610612741
22200679,1610612738,121,1610612744,118,1610612738
22200680,1610612750,128,1610612761,126,1610612750
22200681,1610612756,117,1610612751,112,1610612756
22200682,1610612757,95,1610612755,105,1610612755
22200683,1610612753,123,1610612740,110,1610612753
22200684,1610612737,139,1610612752,124,1610612737
22200685,1610612739,114,1610612744,120,1610612744
22200686,1610612742,115,1610612748,90,1610612742
22200687,1610612759,126,1610612746,131,1610612746
22200688,1610612743,134,1610612754,111,1610612743
22200689,1610612762,106,1610612751,117,1610612751
22200691,1610612758,118,1610612760,113,1610612758
22200692,1610612761,104,1610612738,106,1610612738
22200693,1610612764,138,1610612753,118,1610612764
22200694,1610612737,118,1610612766,122,1610612766
22200696,1610612750,113,1610612745,104,1610612750
22200697,1610612756,112,1610612754,107,1610612756
22200698,1610612758,127,1610612755,129,1610612755
22200699,1610612748,100,1610612740,96,1610612748
22200700,1610612761,125,1610612752,116,1610612761
22200702,1610612743,99,1610612760,101,1610612760
22200703,1610612756,112,1610612763,110,1610612756
22200704,1610612744,116,1610612751,120,1610612751
22200705,1610612757,112,1610612747,121,1610612747
22200706,1610612765,130,1610612749,150,1610612749
22200707,1610612753,113,1610612738,98,1610612753
22200708,1610612741,111,1610612737,100,1610612741
22200709,1610612745,119,1610612750,114,1610612745
22200710,1610612762,120,1610612766,102,1610612762
22200711,1610612757,147,1610612759,127,1610612757
22200712,1610612758,133,1610612763,100,1610612758
22200713,1610612754,116,1610612741,110,1610612754
22200714,1610612738,98,1610612738,95,1610612738
22200715,1610612752,105,1610612739,103,1610612752
22200717,1610612742,126,1610612764,127,1610612764
22200718,1610612756,128,1610612766,97,1610612756
22200719,1610612747,115,1610612746,133,1610612746
22200720,1610612753,126,1610612754,120,1610612753
22200721,1610612755,137,1610612751,133,1610612755
22200722,1610612745,103,1610612764,108,1610612764
22200723,1610612749,107,1610612743,99,1610612749
22200724,1610612740,102,1610612750,111,1610612750
22200725,1610612760,132,1610612737,137,1610612737
22200726,1610612744,122,1610612763,120,1610612744
22200727,1610612757,134,1610612762,124,1610612757
22200728,1610612758,95,1610612761,113,1610612761
22200729,1610612747,113,1610612759,104,1610612747
22200730,1610612738,117,1610612752,120,1610612752
22200732,1610612766,111,1610612741,96,1610612766
22200733,1610612745,95,1610612739,113,1610612739
22200734,1610612756,95,1610612742,99,1610612742
22200735,1610612746,138,1610612759,100,1610612746
22200736,1610612754,131,1610612749,141,1610612749
22200737,1610612750,111,1610612763,100,1610612750
22200738,1610612748,110,1610612753,105,1610612748
22200739,1610612760,112,1610612739,100,1610612760
22200740,1610612744,129,1610612761,117,1610612744
22200741,1610612755,126,1610612743,119,1610612755
22200742,1610612751,122,1610612752,115,1610612751
22200743,1610612765,114,1610612745,117,1610612745
22200744,1610612753,109,1610612741,128,1610612741
22200745,1610612737,113,1610612746,120,1610612746
22200747,1610612740,103,1610612764,113,1610612764
22200748,1610612759,118,1610612756,128,1610612756
22200750,1610612762,108,1610612742,100,1610612762
22200751,1610612757,105,1610612761,123,1610612761
22200752,1610612766,122,1610612748,117,1610612766
22200753,1610612763,112,1610612754,100,1610612763
22200754,1610612739,122,1610612746,99,1610612739
22200755,1610612749,135,1610612740,110,1610612749
22200756,1610612755,109,1610612753,119,1610612753
22200757,1610612751,121,1610612747,104,1610612751
22200758,1610612750,111,1610612758,118,1610612758
22200760,1610612759,106,1610612764,127,1610612764
22200762,1610612756,114,1610612761,106,1610612756
22200763,1610612757,129,1610612737,125,1610612757
22200764,1610612739,97,1610612748,100,1610612748
22200765,1610612752,123,1610612747,129,1610612747
22200766,1610612741,103,1610612746,108,1610612746
22200767,1610612749,124,1610612766,115,1610612749
22200768,1610612743,122,1610612740,113,1610612743
22200769,1610612765,117,1610612764,119,1610612764
22200770,1610612755,105,1610612753,94,1610612755
22200771,1610612763,112,1610612757,122,1610612757
22200772,1610612738,139,1610612751,96,1610612738
22200773,1610612745,112,1610612760,106,1610612745
22200774,1610612750,119,1610612744,114,1610612750
22200775,1610612759,109,1610612758,119,1610612758
22200776,1610612762,131,1610612761,128,1610612762
22200777,1610612756,100,1610612737,132,1610612737
22200778,1610612747,111,1610612754,112,1610612754
22200779,1610612739,128,1610612763,113,1610612739
22200780,1610612752,106,1610612748,104,1610612752
22200781,1610612741,114,1610612766,98,1610612741
22200782,1610612742,111,1610612740,106,1610612742
22200783,1610612743,134,1610612744,117,1610612743
22200784,1610612749,106,1610612746,105,1610612749
22200785,1610612765,118,1610612766,112,1610612765
22200786,1610612754,107,1610612758,104,1610612754
22200787,1610612764,116,1610612757,124,1610612757
22200788,1610612738,94,1610612756,106,1610612756
22200789,1610612745,111,1610612761,117,1610612761
22200790,1610612750,120,1610612753,127,1610612753
22200791,1610612759,125,1610612755,137,1610612755
22200792,1610612762,108,1610612737,115,1610612737
22200794,1610612765,100,1610612756,116,1610612756
22200795,1610612752,128,1610612746,134,1610612746
22200796,1610612741,129,1610612757,121,1610612741
22200797,1610612749,123,1610612748,115,1610612749
22200798,1610612740,131,1610612747,126,1610612740
22200799,1610612760,153,1610612745,121,1610612760
22200800,1610612744,119,1610612742,113,1610612744
