PLAYER_ID,TEAM_ID,Win_Shares
1630639,1610612742,0.2031098762767733
1631260,1610612749,0.8467214581446866
1631100,1610612737,2.210153913318867
203932,1610612743,5.615130342
1628988,1610612745,1.0162499467493666
1630174,1610612754,2.585630782314558
1630598,1610612760,2.0690725496794267
1629678,1610612753,0.5943577721615975
201143,1610612738,4.259876579078672
202692,1610612752,1.215460282369252
1630197,1610612760,1.4220829473318104
1627936,1610612741,2.175986167971299
203458,1610612758,0.3397806098246536
1628993,1610612759,0.029041661
1631214,1610612751,0.003141733
1630578,1610612745,3.2225756560864305
1629599,1610612746,0.6417361597856391
203083,1610612741,2.2536220745455395
1629614,1610612754,2.678688572495752
203952,1610612744,2.641024112189898
1629014,1610612757,4.024251794389227
203076,1610612747,6.055048003937678
1630162,1610612750,8.023787785317705
1630264,1610612764,0.7675780807519929
1630237,1610612744,2.032947851922652
1630559,1610612747,3.159394798981716
203085,1610612750,1.1856384947563232
1630245,1610612741,2.9645641333145742
1628389,1610612748,7.400986246848878
1627732,1610612751,2.252570299257284
1631097,1610612754,3.937774904
202687,1610612756,1.7537647819169464
1631104,1610612759,0.5805426487562119
1626246,1610612745,0.2761573449209207
1626171,1610612749,6.476352836
203992,1610612737,2.6830234999585554
202711,1610612752,2.1624721475756585
1629626,1610612756,2.987102710988417
1630538,1610612746,2.437834550244208
203078,1610612756,3.986292251373917
1630527,1610612746,0.4860932378320806
1629634,1610612763,3.017257190881147
1627742,1610612740,4.406919667634205
1630296,1610612765,0.006545287
201572,1610612749,7.650814819
1628971,1610612761,5.120957904499642
1628981,1610612737,0.7613423848952472
1631121,1610612766,0.8322542623112201
1627854,1610612750,0.351634793
1631205,1610612765,0.032583038
1627741,1610612754,4.535105508805012
203468,1610612740,6.265272154866235
1630595,1610612765,0.481488882
1631216,1610612753,0.7774420995299429
1628997,1610612748,3.5141475727583624
1629629,1610612747,1.3348017158756391
1630560,1610612751,2.365687653
1629661,1610612751,2.8263554950838112
1626166,1610612759,2.292139224584395
1627747,1610612739,5.288996198
1630637,1610612741,0.083481709
